,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
369,olafsvik,100,IS,1623979632,69,64.8945,-23.7142,41.43,13.02
370,beni suef,100,CD,1623979632,99,0.5,29.4667,62.53,2.48
371,betafo,5,MG,1623979633,84,-19.8333,46.85,48.31,3.38
372,ajdabiya,0,LY,1623979633,59,30.7554,20.2263,72.05,8.99
373,lumut,20,MY,1623979633,83,4.2323,100.6298,78.82,3.44
374,ust-koksa,3,RU,1623979634,69,50.2696,85.6108,60.17,0.81
375,sindou,100,BF,1623979634,60,10.6667,-5.1667,76.82,3.71
376,yumen,99,CN,1623979634,16,40.2833,97.2,70.0,7.4
377,mpophomeni,59,ZA,1623979635,92,-29.5682,30.1862,49.3,1.79
378,llata,66,PE,1623979635,88,-9.4167,-76.7833,50.88,2.44
379,poya,90,NC,1623979635,65,-21.35,165.15,79.05,3.22
380,san matias,5,ML,1623979532,44,13.3034,-4.8956,87.62,12.06
381,biak,53,ID,1623979636,75,-0.9131,122.8766,80.55,6.02
382,alofi,75,NU,1623979636,78,-19.0595,-169.9187,80.49,6.91
383,reconquista,88,AR,1623979636,58,-29.15,-59.65,50.47,6.2
384,zhanaozen,1,KZ,1623979637,15,43.3,52.8,83.73,7.09
385,batesville,1,US,1623979637,70,35.7698,-91.641,85.08,4.61
386,strezhevoy,100,RU,1623979637,82,60.7333,77.5889,64.38,4.38
387,baruun-urt,87,MN,1623979637,47,46.6806,113.2792,58.28,28.12
388,pangody,100,RU,1623979638,69,65.85,74.4859,40.8,21.81
389,arapiraca,2,BR,1623979638,94,-9.7525,-36.6611,65.89,3.91
390,bar harbor,4,UA,1623979638,97,49.0772,27.6826,59.88,9.73
391,puerto del rosario,75,ES,1623979532,84,36.5939,-6.233,68.25,6.91
392,zuwarah,20,LY,1623979639,67,32.9312,12.082,74.75,14.41
393,fuxin,0,CN,1623979639,28,42.0156,121.6589,74.91,13.18
394,kawalu,60,ID,1623979639,87,-7.3817,108.2082,76.08,0.16
395,belaya gora,0,UA,1623979640,93,49.029,25.7706,59.43,6.51
396,valparaiso,90,CL,1623979640,88,-33.0393,-71.6273,53.47,3.44
397,xuddur,100,SO,1623979640,76,4.1213,43.8894,69.53,14.97
398,kasempa,5,ZM,1623979641,60,-13.4584,25.8338,51.12,5.08
399,maraial,95,BR,1623979641,95,-8.7825,-35.8089,70.43,5.17
400,galle,27,LK,1623979641,85,6.0367,80.217,79.7,9.84
401,badarwas,50,IN,1623979642,54,24.9667,77.5667,84.97,6.26
402,mount pleasant,100,GB,1623979642,84,53.6597,-1.8537,56.37,3.51
403,nanortalik,68,GL,1623979642,84,60.1432,-45.2371,37.35,4.41
404,mae sot,100,CN,1623979568,73,34.8244,108.9303,64.18,2.28
405,kinablangan,100,PH,1623979643,68,7.6947,126.5503,84.13,3.47
406,namatanai,39,PG,1623979643,72,-3.6667,152.4333,82.74,6.87
407,horta,100,PT,1623979643,69,38.5333,-28.6333,64.22,8.03
408,rawson,0,AR,1623979644,65,-43.3002,-65.1023,41.5,10.31
409,lokosovo,100,RU,1623979644,94,61.1333,74.8167,48.4,14.5
410,yar-sale,100,RU,1623979644,74,66.8333,70.8333,42.57,15.93
411,dale,1,US,1623979644,61,38.1689,-86.99,82.17,3.44
412,san carlos,5,ML,1623979645,44,13.3034,-4.8956,87.62,12.06
413,romny,0,UA,1623979645,86,50.751,33.4747,60.42,12.44
414,safranbolu,2,TR,1623979645,94,41.2508,32.6942,53.47,1.7
415,chumikan,100,RU,1623979646,90,54.7183,135.315,41.67,14.14
416,kribi,54,CM,1623979646,88,2.95,9.9167,75.9,3.42
417,gamba,43,GA,1623979646,93,-2.65,10.0,73.6,6.02
418,liezen,9,AT,1623979647,92,47.5667,14.2333,62.67,5.66
419,mayachnyy,0,RU,1623979647,74,52.6839,55.685,53.44,12.35
420,quetta,3,PK,1623979647,79,30.199,67.0097,66.04,6.06
421,opuwo,0,NA,1623979648,50,-18.0607,13.84,54.54,2.8
422,meiktila,100,MM,1623979649,82,20.8667,95.8667,74.55,15.17
423,fort nelson,100,NL,1623979649,88,52.6517,6.3861,68.13,5.44
424,avera,1,US,1623979649,45,33.194,-82.5271,79.72,3.65
425,marigot,20,MF,1623979650,78,18.0667,-63.0833,82.18,16.11
426,sabang,100,ID,1623979650,72,5.8933,95.3214,82.51,12.82
427,fountain hills,40,US,1623979650,26,38.6822,-104.7008,90.86,11.5
428,moron,98,AR,1623979651,72,-34.6534,-58.6198,44.96,3.89
429,valea macrisului,100,RO,1623979651,95,45.1087,25.2617,61.29,6.08
430,kyzyl-suu,100,KG,1623979651,60,42.3414,78.0056,56.14,1.32
431,winslow,1,US,1623979652,13,35.0242,-110.6974,96.98,1.99
432,paamiut,57,GL,1623979652,87,61.994,-49.6678,39.15,7.83
433,erdenet,0,MN,1623979652,47,49.0333,104.0833,57.51,4.56
434,sitka,90,US,1623979652,67,57.0531,-135.33,58.89,3.44
435,nikolayevsk-na-amure,100,RU,1623979653,72,53.1406,140.73,59.54,7.38
436,kalmar,0,SE,1623979653,100,56.6616,16.3616,60.96,6.91
437,rondonopolis,2,BR,1623979653,57,-16.4708,-54.6356,68.23,3.58
438,iquitos,90,PE,1623979654,94,-3.7481,-73.2472,75.24,2.3
439,storforshei,100,NO,1623979654,97,66.4043,14.5233,50.67,0.11
440,corpus christi,100,HN,1623979654,89,13.2889,-87.0347,73.92,0.85
441,ribas do rio pardo,41,PT,1623979654,95,41.4547,-8.0175,58.89,2.44
442,trzebiatow,0,PL,1623979655,83,54.0615,15.2648,70.07,11.05
443,eureka,7,US,1623979655,72,40.8021,-124.1637,71.91,5.01
444,trinidad,9,BO,1623979655,81,-14.8333,-64.9,63.7,5.44
445,kjollefjord,94,NO,1623979656,86,70.9457,27.3465,41.56,10.42
446,husavik,87,IS,1623979656,80,66.0449,-17.3389,39.11,4.12
447,forbes,99,AU,1623979656,85,-33.3833,148.0167,51.93,9.37
448,ponta delgada,100,PT,1623979528,69,38.7333,-28.2667,59.92,7.16
449,oranjestad,40,AW,1623979657,84,12.524,-70.027,82.35,5.99
450,wanaka,38,NZ,1623979657,68,-44.7,169.15,41.88,2.95
451,eenhana,5,NA,1623979657,36,-17.4667,16.3333,53.82,6.78
452,miramar,1,US,1623979486,80,25.9873,-80.2323,83.01,10.36
453,helsinki,0,FI,1623979549,84,60.1695,24.9355,57.11,3.44
454,male,75,MV,1623979658,79,4.1748,73.5089,84.15,10.36
455,grindavik,75,IS,1623979658,81,63.8424,-22.4338,44.55,14.97
456,balaipungut,92,ID,1623979576,94,1.05,101.2833,72.01,3.67
457,ilulissat,75,GL,1623979658,65,69.2167,-51.1,44.62,2.3
458,diamantino,29,BR,1623979659,54,-14.4086,-56.4461,70.2,3.85
459,pedernales,7,DO,1623979659,66,18.0384,-71.744,82.44,9.55
460,sand,3,DE,1623979659,83,50.0,10.6,69.46,2.57
461,burnie,100,AU,1623979659,71,-41.0667,145.9167,56.32,4.18
462,durant,100,US,1623979660,88,33.994,-96.3708,90.37,24.14
463,rorvik,100,NO,1623979660,92,64.8621,11.2373,52.3,4.68
464,morant bay,99,JM,1623979660,86,17.9,-76.4333,83.88,6.89
465,kloulklubed,32,PW,1623979452,72,7.0419,134.2556,86.5,3.27
466,tolstoy-yurt,0,RU,1623979661,73,43.4444,45.7722,70.12,6.71
467,jachymov,0,CZ,1623979661,68,50.3585,12.9347,65.71,3.44
468,mercedes,100,AR,1623979661,65,-34.6515,-59.4307,41.85,5.39
469,khani,56,GE,1623979661,91,41.9563,42.9566,54.97,2.04
470,kaeo,100,NZ,1623979662,77,-35.1,173.7833,65.32,7.0
471,mareeba,5,AU,1623979662,70,-17.0,145.4333,83.32,3.0
472,praia da vitoria,40,CV,1623979662,83,14.9215,-23.5087,72.14,18.41
473,labuhan,46,ID,1623979663,78,-6.8844,112.2051,80.4,5.99
474,naze,100,JP,1623979663,78,28.3667,129.4833,77.92,2.68
475,togur,92,RU,1623979663,73,58.3631,82.8265,64.24,6.82
476,oktyabrskoye,98,RU,1623979663,94,43.0645,44.7417,62.74,4.47
477,pangai,20,TO,1623979664,78,-19.8,-174.35,80.71,8.05
478,miami,90,US,1623978832,77,25.7743,-80.1937,83.01,3.0
479,mogadishu,100,SO,1623979664,84,2.0371,45.3438,77.81,18.77
480,oranzherei,83,RU,1623979664,70,45.8476,47.5663,71.56,4.85
481,sampang,43,ID,1623979665,75,-7.1872,113.2394,82.35,1.28
482,susangerd,0,IR,1623979665,17,31.5608,48.1831,82.42,15.9
483,krasnoselkup,8,RU,1623979665,59,65.7,82.4667,65.39,9.82
484,torrington,23,US,1623979666,67,41.8007,-73.1212,66.13,3.38
485,polunochnoye,100,RU,1623979666,55,60.8697,60.4153,47.37,4.85
486,otukpo,14,NG,1623979666,96,7.1913,8.1329,71.92,5.06
487,dobryanka,12,RU,1623979667,74,58.4619,56.4165,53.46,4.94
488,uusikaupunki,44,FI,1623979668,82,60.8004,21.4084,55.92,13.22
489,pochutla,100,MX,1623979668,96,15.7432,-96.4661,78.82,10.22
490,anju,100,KP,1623979668,85,39.6178,125.6647,68.86,3.11
491,muromtsevo,90,RU,1623979669,91,56.3724,75.2418,63.57,6.22
492,bonavista,100,CA,1623979669,82,48.6499,-53.1147,60.8,16.8
493,marysville,1,US,1623979458,44,48.0518,-122.1771,82.09,5.01
494,chapais,100,CA,1623979669,54,49.7834,-74.8492,65.98,5.61
495,belmonte,14,BR,1623979670,79,-15.8631,-38.8828,68.5,6.24
496,marolambo,4,MG,1623979670,96,-20.05,48.1167,54.66,3.0
497,dumas,1,US,1623978898,19,35.8656,-101.9732,94.42,16.11
498,lasa,43,IT,1623979671,93,46.6166,10.7002,68.88,3.0
499,ghanzi,0,BW,1623979671,35,-21.5667,21.7833,53.64,6.46
500,ugoofaaru,27,MV,1623979671,78,5.6667,73.0,82.54,12.62
501,dalbandin,0,PK,1623979671,9,28.8947,64.4101,77.34,1.32
502,magistralnyy,100,RU,1623979672,47,56.1725,107.4458,67.32,9.78
503,cockburn town,41,AU,1623979672,69,-32.0833,141.0,52.72,19.73
504,nouadhibou,0,MR,1623979672,73,20.931,-17.0347,69.78,20.71
505,grand river south east,100,US,1623979672,11,38.8755,-109.5012,99.59,12.12
506,yongan,57,CN,1623979673,32,39.6957,113.6871,67.73,14.29
507,glyadyanskoye,100,RU,1623979673,93,54.9075,65.0883,58.12,17.78
508,itoman,75,JP,1623979673,86,26.1247,127.6694,86.4,9.22
509,rio gallegos,2,GR,1623979674,70,38.3,21.7833,64.6,2.53
510,tateyama,100,JP,1623979674,69,34.9833,139.8667,74.98,4.07
511,segezha,98,RU,1623979674,70,63.7415,34.3222,56.95,12.21
512,linares,2,CL,1623979675,76,-35.85,-71.6,48.51,2.17
513,prince albert,100,CA,1623979675,84,52.9669,-108.3847,59.16,16.02
514,cody,1,US,1623979626,22,44.5263,-109.0565,82.69,11.5
515,salinopolis,31,BR,1623979675,86,-0.6136,-47.3561,77.88,10.94
516,rocha,91,UY,1623979676,74,-34.4833,-54.3333,46.02,6.22
517,sisimiut,100,GL,1623979676,79,66.9395,-53.6735,38.44,5.37
518,svetlyy,3,RU,1623979676,85,54.675,20.1347,57.25,8.72
519,keetmanshoop,0,NA,1623979677,46,-26.5833,18.1333,52.72,9.22
520,tahe,100,CN,1623979677,43,52.3333,124.7333,67.41,10.74
521,najran,100,SA,1623979678,16,17.4924,44.1277,77.65,2.21
522,aburi,100,GH,1623979678,85,5.8472,-0.1775,76.71,5.48
523,klyuchi,7,RU,1623979678,45,52.2667,79.1667,76.08,2.26
524,punta cardon,100,PH,1623979533,68,8.9897,125.34,84.09,2.19
525,heishan,0,CN,1623979679,38,41.6892,122.1128,74.19,12.12
526,nishihara,75,JP,1623979679,87,26.1842,127.7558,85.68,12.66
527,antalaha,23,MG,1623979680,90,-14.9003,50.2788,68.31,6.8
528,aguimes,75,ES,1623979680,78,27.9054,-15.4461,68.63,19.57
529,fredericia,10,DK,1623979680,95,55.5657,9.7526,67.75,6.33
530,abu samrah,73,IN,1623979681,63,24.6,72.7,72.84,3.67
531,luanda,76,AO,1623979458,89,-8.8368,13.2343,70.36,6.42
532,tiznit,100,MA,1623979681,86,29.5833,-9.5,60.04,6.02
533,skibbereen,0,IE,1623979681,79,51.55,-9.2667,49.8,11.54
534,lahij,100,YE,1623979682,49,13.1667,44.5833,85.41,3.15
535,bilma,0,NE,1623979682,12,18.6853,12.9164,88.3,2.95
536,saint-joseph,25,RE,1623979683,83,-21.3667,55.6167,68.38,12.33
537,puerto escondido,75,ES,1623979683,84,36.5939,-6.233,68.25,6.91
538,ngawi,50,ID,1623979683,80,-7.4038,111.4461,78.87,1.97
539,barra do garcas,8,BR,1623979684,57,-11.0894,-43.1417,77.58,9.51
540,emba,0,KZ,1623979684,76,48.8264,58.1442,68.67,12.37
541,mekhe,17,SN,1623979684,74,15.1097,-16.6218,75.76,8.48
542,tabou,54,CI,1623979685,79,4.423,-7.3528,78.44,5.84
543,katherine,24,AU,1623979685,50,-14.4667,132.2667,80.92,14.97
544,shingu,100,JP,1623979685,76,33.7333,135.9833,76.91,4.12
545,graham,1,US,1623979485,30,47.0529,-122.2943,79.99,0.0
546,alta floresta,40,NO,1623979686,84,69.9689,23.2717,45.66,3.0
